mint,symbol,name,pool_address,creation_timestamp,liquidity_usd,volume_24h_usd,price_change_1h,price_usd,buy_txn_count_24h,sell_txn_count_24h,holder_count,has_twitter,has_website,has_telegram,source,score,score_bonding,score_holders,score_social,score_liquidity,vol_liq_ratio,age_hours
"4RyRTfUHhNegoEZSNBTWkKy1UM5vtNjKW4mAyGk9tn1q","Asahi","アサヒ","3vYHsU9goGLDwHkUF1k3MbJamBcY5EPmqBU3EVYRRakL",1771143158,31904.3634,136323.527103535,280.395,0.000027506365591835496,2890,1362,0,false,false,false,"geckoterminal",55,22,20,0,13,4.273,22.2
"AW478MPwJGq3UZ2BMstjEc5ucwLqMaCZbvy2vcf1sbqC","LUCKY","LUCKYHODL","9wxNwS3jAXsPJDK53sfKR6ahdPkwxMqXj7iVSxGtbD23",1771143100,60020.5558,80804.5624951431,81.027,0.00003826644349682227,183,140,0,false,false,false,"geckoterminal",49,18,15,0,16,1.346,22.2
"5QxgeGq1gpgp2yvZJjvkYZ97Ucy7YpRSJR5S38Qyujce","USOR","U.S. Oil Reserve","7Woirx2sYFURAYUz4zUoxHPApoi7E3iKUNKYNdtqYpaw",1771143058,77711.4346,297320.493906158,47.062,0.00004744780836602003,836,702,0,false,false,false,"geckoterminal",52,19,17,0,16,3.826,22.2
"4MkD7RJ4WyRzX3ntYpD3DLtgb8jtUqra1cB3vfiJpump","Asahi","アサヒ","EpmVH6SZRfz9NnJ3gSa3WnzyyvtibrJxsunchzr19KxQ",1771143011,22865.5926,52052.5422065491,88.357,0.00003481696159214918,995,233,0,false,false,false,"geckoterminal",41,21,10,0,10,2.276,22.2
"EsExEBNaP5uiJvvAVm9rUXyAxX19RRyxFoEszHpCfiuF","Asahi","アサヒ","J7cVfHnJwLLrQMTbmEymivrUxEtbbkqF41keAmRTfBEJ",1771142987,80883.2206,1207868.82101984,120.284,0.00006178635150712616,2501,1428,0,false,false,false,"geckoterminal",58,22,20,0,16,14.933,22.2
"FNXVogeeLGfKtzvYN2aJAe2kZJkmNVDy6z8Tcidmpump","Asahi","アサヒ","FU8hXrZ6LCFtr8bK7j1zazxagfTEymgA6ru9EMjKvVmi",1771142567,21118.91,136536.67,79.94,0.00006861,2620,1616,0,true,false,false,"dexscreener",59,21,20,8,10,6.465,22.3
"J9Q23gfeTtUFCpFAZ8CaHBNqukWPV9KAHjusKfJqDTCT","ditto","Ditto","Bg1ND5CAZCcEX7GDTSXsVuenGJm1Uj4kYMDozwsgmog7",1771138023,104728.8783,16885704.4130618,144.57,0.00017064581050317548,11964,9415,0,false,false,false,"geckoterminal",61,22,20,0,19,161.233,23.6
"BW1YD3ruroawUyQugbTr11jnZuoVj7atos4ftKnv5K2q","MRBEAST","Mr Beast Inu","3HWnC4CEKSCPrrANWLGVxexNb1XVK5ByZz5FpAWhP4zF",1771137732,109236.3366,18348129.2036704,187.071,0.00029612057551465143,14429,11086,0,false,false,false,"geckoterminal",61,22,20,0,19,167.967,23.7
"41GPHWGbp3foNApeyY65Pr1LyS1ttbELBy4uWKFr4UXT","BOTCOIN","BOTCOIN","8FnNoSkMdGG9T1BN1abiRKm4bi9fxo5CdGfp2LDTdir9",1771137046,296922.9761,16551665.1105359,93.521,0.00024431998631413323,15748,12723,0,false,false,false,"geckoterminal",64,22,20,0,22,55.744,23.9
"83KbgS1ETRHzUiSvDgPauo8UZVPypLYEUzHT16CRr6UV","PEPPIN","peppin_2026","DhcKwqRACVAAkffnqXEVRjrExcGPuPfcvuRCg3r4htrQ",1771136695,295558.0741,13558462.0204056,38.751,0.00018999168225844085,12007,9678,0,false,false,false,"geckoterminal",64,22,20,0,22,45.874,24
"FyW7wmwNuLE1r126scPRL37wLAsxBw64pZTEVkpnAPz5","GROKPEPE","GROKPEPE","DPEnRDiM4rvihmaKdzBrGGRU1AtSau7VpaY97hqNGYEB",1771136046,138764.9763,9893242.76203078,127.599,0.0010481935999070698,15529,14932,0,false,false,false,"geckoterminal",60,21,20,0,19,71.295,24.1
"6ZEcWmHKX5xbevcCs2erMFyRLYNyggeQysbTSRDmGc7j","DOGE","DOGE","6bA8bWeiMWBET8ZGPi2X5VEcZD9G7fFU6voFspPanmoQ",1771135081,98074.5803,16184433.1464309,52.583,0.00008569710833140365,16095,13371,0,false,false,false,"geckoterminal",58,22,20,0,16,165.022,24.4
"9AaqocUfPnGzmbSZcbmX5jgbtqxJE3Ww7sNQBYRJN7a3","torch","torch","Hq6WrYSZcggzsdudJvVnYoj3DpVYBYbL8Mg1jMwniT5d",1771134834,60312.471,1427202.81246101,5.68,0.0000977595886439637,16367,16360,0,false,false,false,"geckoterminal",57,21,20,0,16,23.663,24.5
"Ea7Q9vLgEF1LRLQZ4tRFagGi6Y8CRw9dgzTpXr1FWE5B","Mixue","Mixue","4UESzAbwLnYTUB4GeKkGnNfTX3mkKqLXQUx8z4cj2o6P",1771134674,133609.7299,19750808.4551171,3.463,0.0001729634899099542,15891,10853,0,false,false,false,"geckoterminal",61,22,20,0,19,147.825,24.5
"BZy9wv5Vv2EUhUj25WQDxnmdA7u72YzmPJmqwMdEBaxG","Elon","Elon New profile picture","ATfMCFFgn3F32ViA4WhpcWPNf86NyCiAUBZy2Q2qMUbx",1771131995,98948.1847,13443860.5629754,0,0.000132814341802063,11552,10054,0,false,false,false,"geckoterminal",57,21,20,0,16,135.868,25.3
"6UmxaXeeUVmNt2pxn53b8nHLiZjcHnZUA3tSJkVrw5yv","zauth","zauthx402","9MWxrNPABGd2bayKMmJq6wQRV2FFgBUVY26ZCiXRqLNr",1771131837,136666.6571,17694111.4168422,11.326,0.00008640497603133022,22376,20591,0,false,false,false,"geckoterminal",60,21,20,0,19,129.469,25.3
"9ELyPxBtMLTjXnx5Rh829UdHEPg5K39bmW22SAu5aVK1","BTw","BITWAY_XYZ SWAp XYz","ADCXv12ekaYjSyTLtLZuyw9sMkehBcVRVeN47L8tcit",1771130821,89122.3114,11726291.9850136,0.1,0.0006495687762386692,19743,15612,0,false,false,false,"geckoterminal",58,22,20,0,16,131.575,25.6
"9btLvv3qTY8XHT7b1HXv4mKZ7gkRfqmECfS1q4ffzH3v","Rockstar","Rockstar Games","8nVVQZBms4ZUwagEZVfYxqsQcjRrtZA2zmtr3m2pbccA",1771130506,77247.4497,6767596.7465129,18.007,0.00007779535761274639,17900,17181,0,false,false,false,"geckoterminal",57,21,20,0,16,87.609,25.7
"6mnrcYgQrj9bobZ1e95coQMaiN8jpNqZJf8C4cBJe5ZF","X Money","X Money","JAkspxrhhXHk4NtG6c9QQLgZ5DyjdVAsNp4SxkjFJhL1",1771129572,124184.0511,8610338.74956763,0,0.00012054845800438576,15339,14615,0,false,false,false,"geckoterminal",60,21,20,0,19,69.335,25.9
"EMMiGudXs9cHBixn6PDohLo4vNvVhXwTfoBnApanpump","TRUMP2","trump2","6HRJAwjHmN2qWfPYVJ2KtyzAYNDkfhhkSPjdwo7Dv1Zv",1771129509,612090.45,1368169.76,26.15,0.05772,10875,5577,0,false,false,false,"dexscreener",67,22,20,0,25,2.235,25.9
"H8npLvXx9XtqkfQLx1tiwwLebSzSQfNtJK9J6nQVKHfT","Furgy","furgy_sol","3AcvWZ7M5AL8XEF3zqUFNxD7n7Bvg91ECKD77dAusmkY",1771129476,303597.7148,13624939.8409554,0,0.00019936374098783005,15639,12345,0,false,false,false,"geckoterminal",64,22,20,0,22,44.878,26
"HQmber3wQ2ZqRHidj6f8GnaVbdXiDsEGJLqUtLMPbP3X","VDR","OfficialVDRCoin","Ef6kcrbAvibuyzC8s7Nkk8EWhsxZoLmz4zBkfHHKcMH2",1771129439,126327.2023,12876331.1202758,67.336,0.0008647579947885509,22762,22049,0,false,false,false,"geckoterminal",60,21,20,0,19,101.928,26
"BUJCr1NvNY2ZSUeJT6pA2DAtSawqC3qEuFQ7Xyk5SFYV","MRBEAST","Mr Beast Inu","E7QXcjFRJHUSrUqncGPqEoQKFZgNLpP68jTnevsChzsZ",1771129433,106016.267,22375028.4254046,0,0.00041795023707013446,17721,14366,0,false,false,false,"geckoterminal",61,22,20,0,19,211.053,26
"Rfe9sg18cPCPzpxBj6VzTomANPpDeUDc5w7RdSXpump","torch","torch","8LnZNKqppKKXL6LaW7awdPP2hJTUhY4HShzPmMd6eSoo",1771128267,56653.85,1011605.9,51.65,0.0004449,8448,7249,0,true,true,false,"dexscreener",73,21,20,16,16,17.856,26.3
"VFz27oCQJWnonoudh3XfAhyLFsuTRPSAAoqdsjvYhaP","BILL","UNIT BILLIONS_NTWK_COIN Rollup","4pE6F3bNn7yDLwMyhYorh6rXWrrsSRqJGrz7XQ3MfwJy",1771127916,90934.723,9095949.66717141,1.985,0.000542260421863676,22489,17352,0,false,false,false,"geckoterminal",58,22,20,0,16,100.027,26.4
"FiqBKVxGkooqTB8pdSfBxJExKs9rYDZpT9zjNEd6DbbQ","Qwen AI","Qwen AI","GEJZJuiLJHpWkdsyedoFZFN6kvB8MzjvSp41UXySUFC5",1771127247,175741.4262,11662781.6920735,0,0.0016880410012243415,18617,17287,0,false,false,false,"geckoterminal",60,21,20,0,19,66.363,26.6
"jmgRVC7Sz9LUe8te6BZEZsfS1AZgew2t12zCk8B52ha","BULL","PRogram BULLIEVERSE_AI Ai","31Yc7QwuTUJ39hYDi7EBvfmmHdFz6AEiD3xv6prKGLRn",1771126714,91437.6517,11562780.553119,1.354,0.0005645935643540397,25227,19522,0,false,false,false,"geckoterminal",58,22,20,0,16,126.455,26.7
"ESzMsVe4zMSjq9po6Zm1zA6npD2m1LyFQ37Y9xxsioH","SOUP","can of soup","5nLprnpss9pQtscL1cpgvp4QJE8s4mBTRME3vfs7mFGw",1771126452,51756.6389,3726940.11556109,0,0.00005374162541912401,29359,27255,0,false,false,false,"geckoterminal",57,21,20,0,16,72.009,26.8
"DdG97gqfo73hTFK9YH3XV83QBC1jCSYWHXfx11T7JoSQ","Katana","Katana ⚔️","HzZL9Tpeg1MAiQ8PK9VpeGrbWUjVMqwQFRV9jJEtGmXU",1771126373,50135.9208,2449826.07735723,0,0.00009568967219440266,15901,15777,0,false,false,false,"geckoterminal",57,21,20,0,16,48.864,26.8
"ExMXPBsuv2xRagdp6m1Uu4xrLnpCxRN4xQkzo6wJJDiT","mega","MEGA_ETH_COIN Zk Wave","Fob4xHDPzuQ14XbQc2G2mMxntCPffgG9zWnQkKMTYYZu",1771126293,96592.02,11779965.16,6.43,0.0006284,25549,19945,0,false,false,false,"dexscreener",58,22,20,0,16,121.956,26.8
"58GDJHGJhrRjktrDYvgpF525rdjakV8RJ4h1axjYpump","SOUP","can of soup","55hTU4tC6kKbzKwaPWjdrSoHZrYh5WB6sYw8qHrFY2A9",1771125913,42925.7882,2143640.66682808,0,0.00011937593531305749,15954,12053,0,false,false,false,"geckoterminal",55,22,20,0,13,49.938,26.9
"DHR3ZhduQpS97NMsCPLtfiJzLhxf6KQZnN68Xzxnghcx","SOUP","can of soup","79JrvWHsDgVR9kWsfcxR1n21EYYXi8YpLv1mzZ3THHrj",1771125901,41784.9548,3225010.61410561,0,0.00003805747446350561,27877,24831,0,false,false,false,"geckoterminal",54,21,20,0,13,77.181,27
"H4ipNVtQv4pf9vitx2o3qp3J2wU3JrLZjwum4x8fEJzz","Google AI","Google AI","2HtPRTfQVK6XHpi3r1ScTjPepqgBWgkjgvm5PRGXLUWp",1771125676,107193.5071,3693738.04868423,0,0.00020383757562880973,21232,6043,0,false,false,false,"geckoterminal",60,24,17,0,19,34.459,27
"7JCxeq2faK813hJmnPueCo5hn3dXykU7YAygPrHxi4WX","IDOS","token POOl IDOS_NETWORK_COINS","9nYJm4ZCBbtePud4KLnKv6LYZ8GXrRsEDKTdXyuyTiay",1771125139,97348.6933,12868975.8453691,0.648,0.0005194041779135913,27671,21438,0,false,false,false,"geckoterminal",58,22,20,0,16,132.195,27.2
"7jqTY4RfaZ6mW9a23mNQyF8eGSqP3Len9RvPZ8aFbACg","OANEX","OAX","5hjV4HzBEt2MXH47LAjt1voUKB441mRLNwREmQdNeMoT",1771123146,57602.1209,22228243.6364555,0,0.053935334887101845,257,252,0,false,false,false,"geckoterminal",52,19,17,0,16,385.893,27.7
"CZZCaKdBB3cfr47EWLDvCo89FpDUpiQa4WYtWEYptxW1","X Cashtags","X Smart Cashtags","5MC6QxPuhn9URurtiwg94CxJjb5SDAah2d81UvcyPcAs",1771122729,236252.8602,18041704.1959216,0,0.0004326329309123805,14659,14662,0,false,false,false,"geckoterminal",63,21,20,0,22,76.366,27.8
"7PBfpStFE2BbYVbQMATLFd1k2BMJ4AnpZo2ciFRSpzDy","MELON","INDEXer MELON MUSK GAmefi","4e47tgS55EbehowVkDUVvyiiJa8MnomrnqGLTiExUDi7",1771122268,48359.6418,11094340.8353623,1.306,0.00019427630227573944,28400,22211,0,false,false,false,"geckoterminal",55,22,20,0,13,229.413,28
"HD8phqk5FD6ZoCBskt1AnFtxUwNafKPPgMK1y1DRMHkW","VALENTINE","Valentine's Day","2Dn9BPNVms9rnpJ2CXKirKWJ2d4zHSNoQ4zoTPjVJqYp",1771121971,221018.6417,10503049.2439627,0,0.0004378835853859167,19099,18365,0,false,false,false,"geckoterminal",63,21,20,0,22,47.521,28
"BuGjaeR9YBYbmdUyX4yakHV6hMhRrtpZVkUkh8p6DHLj","SCMR","Strategic Minerals Reserve","4pJ6cCrkFjGLmHjskhBYkBqS31jJMMysX7eHxKo3PMka",1771121732,144333.33,35139595.6250051,1.694,0.0006773553053702636,45341,39324,0,false,false,false,"geckoterminal",60,21,20,0,19,243.461,28.1
"Ts8rhodMwqYgCxJcLcBD2YWDL5jNSyD6wjLTSzVpump","FEB14","Fondle Every Boobs","3GyKoyLSZ4mAqUWKyFhCiRvt3MWa16YSnr6HJbJrX7eX",1771120993,1251441.35,1012343.65,0.93,0.001818,13916,14293,0,false,false,false,"dexscreener",66,21,20,0,25,0.809,28.3
"AZUpXwvmdcNRH4vCRmypQdi3SnwxfaSVtK3oyXWC4YTv","MRBEAST","Mr Beast Inu","9AtivHw1ghm66TMahuca3f1g6CL4BchStdMWsXpY5owF",1771120927,106675.8247,20508125.2977153,0,0.00031590260710390666,16150,12799,0,false,false,false,"geckoterminal",61,22,20,0,19,192.247,28.3
"28BVMGhrHX4XmwH8KGaKAsBp24CTDiGGuNjfsub8p6zu","CTF","Claim The Fees","Dv3HJu7zBFp29HoqNEnqK2igZg1KRobS3L3L6jUTonRh",1771120344,120111.6903,5134532.40042445,0,0.0001949426775232527,14465,13763,0,false,false,false,"geckoterminal",60,21,20,0,19,42.748,28.5
"5nGVBgM5pE6BFqDwwgYZVRyYAKjexPZJhHAUQbg2hxXu","Katana","katana","C4vGMsSiBfK3Y9nPjpEUv62fqLZePLNWPzdsoao74e4b",1771120075,212189.3786,14070038.2804747,0,0.0003491666597595307,21254,21021,0,false,false,false,"geckoterminal",63,21,20,0,22,66.309,28.6
"3ygE7ZjnYWrooP39eQX7hD1rNYZjPKpuCy3MSMvwwuNg","USOR","U.S. Oil Reserve","FPuruEGjpvQ5L3Jb7TtSmrwtdjNiMgZQQLTcxSSiK9Me",1771119735,71016.9204,17111657.1084988,0,0.0001579895080595821,12977,12200,0,false,false,false,"geckoterminal",57,21,20,0,16,240.952,28.7
"3UP2oScC9zazRui7jaaXAagPSnfdnNXnHNk1NfKJPMkc","banana","banana coin","71eaSK4PcnDe4HJVw3GEc5fuW1qz2d4jPKMCwrGozQCE",1771119251,39831.3258,1982343.18725896,0,0.000036112653922631494,16596,15674,0,false,false,false,"geckoterminal",54,21,20,0,13,49.768,28.8
"8TiNFQY2XYHa3GKK82ASf9F1nXJgK5kCYzg8vrqVhddj","Space","SAFe SPACE_COIN ZKROLLUp","7HC2KZUnVitsk9Hdc9q8vJDTct3vcFviqNzMhZZDX6Pt",1771118420,96771.8713,17500532.0937393,6.477,0.000759166566014807,38510,30458,0,false,false,false,"geckoterminal",58,22,20,0,16,180.843,29
"3ems7LDpDoqMtXjF4nWZvasQX249NqXTUGz8ihQqE3Kb","VALENTINES","100M MCAP BEFORE VALENTINES","6JX8yVWc5bxXd65BHaq97ZbR69WNZiTxitzhvykturte",1771118256,102839.7036,7678085.87253889,0,0.00014212406063862068,20578,19856,0,false,false,false,"geckoterminal",60,21,20,0,19,74.661,29.1
"2Zxpdg1rypAL7tQhwUYSy4rLCF6eFKkCwV69zrgPeAZx","BOTCOIN","BOTCOIN","8GAyKu61xxjsP7HXyVjroihSzR366ggiNhh28QeHFKe2",1771117755,323249.8054,17860575.0396724,0,0.00027208516061658956,17802,14054,0,false,false,false,"geckoterminal",65,23,20,0,22,55.253,29.2
"Gk9SR5XDp1LT9FdCCGSfA8KKzQd9p4rHkuBu3xHkiEvX","CUPID","Brad Cupidhouse","7fF4hSfdPCjPtsKFFLXmqfku6yGJYNaRahEc95BT7Ahh",1771116539,190792.2631,9679033.39355307,0,0.0002765701793612173,17430,16673,0,false,false,false,"geckoterminal",61,22,20,0,19,50.731,29.6
"A8yyvuRDLM1qhs8yXy2zEnAgLJpe3Y1JPaVSNYC1DHsV","tea","ENGine BRIDge TEA_PROTOCOL_COINS","8eEq11c7e15KyzT6v8Ta7TGP5ZH5TLLg4Tov3WD2MEXb",1771116538,50215.7629,13076061.0971756,3.004,0.00019797933814844561,36620,28776,0,false,false,false,"geckoterminal",59,23,20,0,16,260.398,29.6
"AQF6uYbmHUSHU4fNcAAinrcrb25Ao953HTpQAXxn34Lg","WAR","WAR","7AmSB48yNWQW1M69oAmY62BfjshR4zhzindkNjy2JB53",1771116324,163576.6477,28217588.9175954,0,0.00011168017774450157,43184,41912,0,false,false,false,"geckoterminal",61,22,20,0,19,172.504,29.6
"41Tzpk8gGStwt4pH15zZ5sU3yJxkd1GCKYJLH6tULq4r","Nexi","SEAlevel DEfi NEXIRADAEP_COIN","A4Ugs4BEMLGkgM7WT8AVoN99vLbrhpUTaS3oenSE1nh5",1771116307,48117.0828,15225840.8817776,6.691,0.00038419473261976317,38152,30448,0,false,false,false,"geckoterminal",56,23,20,0,13,316.433,29.6
"HRa6sKnTyXyLHo8B8qwVdSC159THWBwYUuLXShYGVqUQ","Z李","Z李 🇺🇦 NO WAR ##1","9aBUTnpabasAVCVPa4ALQ1x66bLayBptb6PACAHCK2mR",1771115029,103018.8994,7868378.71782001,0,0.00009589974050172085,13689,12914,0,false,false,false,"geckoterminal",61,22,20,0,19,76.378,30
"Gx6MszST2JkQnQ3nCT6GzKtpdZzXfeaS92CgpWM98kwN","USAOIL","TRUMP OIL","9tT67ng5Bp65neE6yciLSVGcwSzmV6tgdmLQJ6wCzbr8",1771114747,274493.8732,13923404.3768258,0,0.00047742691642868124,21219,20987,0,false,false,false,"geckoterminal",64,22,20,0,22,50.724,30
"2oLg64JwLZHwLVQCQrzgDXkDQLFpwLWnjxNhehDFfmCn","Valentines","Valentine’s Day On Sol","4ZXRGwrDt3zAdHdqAW4Ssh1D75zgyQSa6zQRnPS257Ny",1771114199,45802.558,7181691.961941,0,0.00022317894551143093,14561,13194,0,false,false,false,"geckoterminal",55,22,20,0,13,156.797,30.2
"GpzvBzzVZPjV9MYVeUfGdPvocbackHK3mpPjR41ViaHZ","Rockstar","Rockstar Games","83JEkeNebfbwqepGRHbra2shyDk2mqcG638wtKkWmYeE",1771113913,109722.8264,15257253.9787105,0,0.00015291346151073113,16898,16266,0,false,false,false,"geckoterminal",61,22,20,0,19,139.053,30.3
"9rNwkBsWafb6M2fWUjXMNfuKAUjqKanyAk9xmPWWtN6o","GLP","GoldPatriotsUSA","FQFbvbMYPvnyWszeGeJf9sWukct31TknrjXxQtT6wAab",1771113889,57272.5371,12025308.6706667,0,0.00010709913495412069,17251,16531,0,false,false,false,"geckoterminal",58,22,20,0,16,209.966,30.3
"C5Z1M1UF4b5Fpaow7udCCkfGvKGz3LZKPXGchJiCu5aw","USRX","United States RX","CzWQjsNX7xQ1CnapwEvGmuvhHaAyqvxCpb73GQ1JquJt",1771113673,68709.6454,21365545.0578234,0,0.0002301710458746611,32799,32171,0,false,false,false,"geckoterminal",58,22,20,0,16,310.954,30.3
"GPzHSQiUGTetweQy3nwYNg89YTJonVzuLGxwfpHLpiXa","HERO","The American Hero","FhQurWpTFq7KMMnHcLa96dGWb6ima3Jf4aLHepBQXaRh",1771112422,108694.225,7197458.90072347,0,0.00020288907619366492,30003,10220,0,false,false,false,"geckoterminal",60,24,17,0,19,66.217,30.7
"3s4cVxYX4BLh1jMkqxHVqGeu8bhyCVLWN2kyGsSPUXkn","USA","USA COIN","2C9gnLGG6TBEaaTW793a6ZPFJVTKUs2X5U4iYiodeDVV",1771110577,90417.2505,18830958.1301626,0,0.000261047998477427,18199,13456,0,false,false,false,"geckoterminal",59,23,20,0,16,208.267,31.2
"5fFzyj6Mc7A2ECT7ae18YvTT7d6JoPiY8KWoqXzXpump","PUMPID","Valentinesmaxxing Romancegooner","2LJNW5CSwHXRQEmcLyv5YLuLPMdDcGL1aMbsbRW1dhyG",1771109948,411342.61,1484936.07,9.94,0.02586,15210,12726,0,true,false,false,"dexscreener",72,22,20,8,22,3.61,31.4
"BHy3h3AZPoNNGshMoFbxYMpmxN8sidTPNrrRfGM35NEr","MRBEAST","Mr Beast Inu","9Ln4kLb1bo8BMwgopo7eQ4ichbhPUrmiH2ixMkwQaUiB",1771109798,87403.2853,26652170.9818252,0,0.0005569987636227235,21426,18821,0,false,false,false,"geckoterminal",58,22,20,0,16,304.933,31.4
"BQLdNLtSfX4FVtzqhkGTVSJuEDVZJgWMbw9NmfMy2syq","HIROO","小野田 寛郎","7HpSvmVtE2aQk6sDGyxE5bPCbgKgifLzqhzyxvRqUFNS",1771109542,34146.3791,2338280.26136217,0,0.00003110130275098082,18047,12336,0,false,false,false,"geckoterminal",56,23,20,0,13,68.478,31.5
"3JmLqDGSWzXhZjtoma3pDRZsz5ktuckuBzKxVyZb42Ag","VDR","OfficialVDRCoin","EWfsHGrPi9rAjTu3MVATC6mDVBq4Y9jVo3seF3uXPfCs",1771108487,26377.057,34141899.8216916,0,0.00001856457476553864,26543,20636,0,false,false,false,"geckoterminal",56,23,20,0,13,1294.379,31.8
